Time-Bathhouse,Temp-Bathhouse,Time-New Tub,Temp-New Tub,Time-Hot Tub,Temp-Hot Tub,Time-Bathrooms,Temp-Bathrooms,Time-goodName,Temp-goodName,Time-The ROOM,Temp-The ROOM,Time-OUTHOUSE,Temp-OUTHOUSE,Time-Taco Stand,Temp-Taco Stand,Time-Actual,Temp-Actual,Time-newChannel,Temp-newChannel
2020-04-20T08:20:04,100,2020-04-20T08:20:04,100,2020-04-20T08:20:04,100,2020-04-20T08:20:04,100,2020-04-20T08:20:04,100,2020-04-20T08:20:04,100,2020-04-20T08:20:04,100,2020-04-20T08:20:04,100,2022-04-08T16:54:02,19.0,2022-04-09T11:12:19,13.0
2020-04-20T08:20:19,100,2020-04-20T08:20:19,100,2020-04-20T08:20:19,100,2020-04-20T08:20:19,100,2020-04-20T08:20:19,100,2020-04-20T08:20:19,100,2020-04-20T08:20:19,100,2020-04-20T08:20:19,100,2022-04-08T16:54:17,19.0,2022-04-09T11:12:35,13.0
2020-04-20T08:20:37,100,2020-04-20T08:20:37,100,2020-04-20T08:20:37,100,2020-04-20T08:20:37,100,2020-04-20T08:20:37,100,2020-04-20T08:20:37,100,2020-04-20T08:20:37,100,2020-04-20T08:20:37,100,2022-04-08T16:54:33,19.0,2022-04-09T11:12:50,13.0
2020-04-20T08:20:52,100,2020-04-20T08:20:52,100,2020-04-20T08:20:52,100,2020-04-20T08:20:52,100,2020-04-20T08:20:52,100,2020-04-20T08:20:52,100,2020-04-20T08:20:52,100,2020-04-20T08:20:52,100,2022-04-08T16:54:48,19.0,2022-04-09T11:13:06,13.0
2020-04-20T08:21:25,100,2020-04-20T08:21:25,100,2020-04-20T08:21:25,100,2020-04-20T08:21:25,100,2020-04-20T08:21:25,100,2020-04-20T08:21:25,100,2020-04-20T08:21:25,100,2020-04-20T08:21:25,100,2022-04-08T16:55:04,19.0,2022-04-09T11:13:22,13.0
2020-04-20T08:21:41,100,2020-04-20T08:21:41,100,2020-04-20T08:21:41,100,2020-04-20T08:21:41,100,2020-04-20T08:21:41,100,2020-04-20T08:21:41,100,2020-04-20T08:21:41,100,2020-04-20T08:21:41,100,2022-04-08T16:55:19,19.0,2022-04-09T11:13:37,13.0
2020-04-20T08:22:11,100,2020-04-20T08:22:11,100,2020-04-20T08:22:11,100,2020-04-20T08:22:11,100,2020-04-20T08:22:11,100,2020-04-20T08:22:11,100,2020-04-20T08:22:11,100,2020-04-20T08:22:11,100,2022-04-08T16:55:35,19.0,2022-04-09T11:13:53,13.0
2020-04-20T08:22:31,100,2020-04-20T08:22:31,100,2020-04-20T08:22:31,100,2020-04-20T08:22:31,100,2020-04-20T08:22:31,100,2020-04-20T08:22:31,100,2020-04-20T08:22:31,100,2020-04-20T08:22:31,100,2022-04-08T16:55:50,19.0,2022-04-09T11:14:09,13.0
2020-04-20T08:22:46,100,2020-04-20T08:22:46,100,2020-04-20T08:22:46,100,2020-04-20T08:22:46,100,2020-04-20T08:22:46,100,2020-04-20T08:22:46,100,2020-04-20T08:22:46,100,2020-04-20T08:22:46,100,2022-04-08T16:56:06,19.0,2022-04-09T11:14:25,13.0
2020-04-20T08:23:02,100,2020-04-20T08:23:02,100,2020-04-20T08:23:02,100,2020-04-20T08:23:02,100,2020-04-20T08:23:02,100,2020-04-20T08:23:02,100,2020-04-20T08:23:02,100,2020-04-20T08:23:02,100,2022-04-08T16:56:21,19.0,2022-04-09T11:14:41,13.0
2020-04-20T08:23:31,100,2020-04-20T08:23:31,100,2020-04-20T08:23:31,100,2020-04-20T08:23:31,100,2020-04-20T08:23:31,100,2020-04-20T08:23:31,100,2020-04-20T08:23:31,100,2020-04-20T08:23:31,100,2022-04-08T16:56:36,19.0,2022-04-09T11:14:56,13.0
2020-04-20T08:24:51,100,2020-04-20T08:24:51,100,2020-04-20T08:24:51,100,2020-04-20T08:24:51,100,2020-04-20T08:24:51,100,2020-04-20T08:24:51,100,2020-04-20T08:24:51,100,2020-04-20T08:24:51,100,2022-04-08T16:56:52,19.0,2022-04-09T11:15:12,13.0
2020-04-20T08:25:06,100,2020-04-20T08:25:06,100,2020-04-20T08:25:06,100,2020-04-20T08:25:06,100,2020-04-20T08:25:06,100,2020-04-20T08:25:06,100,2020-04-20T08:25:06,100,2020-04-20T08:25:06,100,2022-04-08T16:57:08,19.0,2022-04-09T11:15:28,13.0
2020-04-20T08:25:23,100,2020-04-20T08:25:23,100,2020-04-20T08:25:23,100,2020-04-20T08:25:23,100,2020-04-20T08:25:23,100,2020-04-20T08:25:23,100,2020-04-20T08:25:23,100,2020-04-20T08:25:23,100,2022-04-08T16:57:24,19.0,2022-04-09T11:15:43,13.0
2020-04-20T08:25:39,100,2020-04-20T08:25:39,100,2020-04-20T08:25:39,100,2020-04-20T08:25:39,100,2020-04-20T08:25:39,100,2020-04-20T08:25:39,100,2020-04-20T08:25:39,100,2020-04-20T08:25:39,100,2022-04-08T16:57:40,19.0,2022-04-09T11:15:59,13.0
2020-04-20T08:25:54,100,2020-04-20T08:25:54,100,2020-04-20T08:25:54,100,2020-04-20T08:25:54,100,2020-04-20T08:25:54,100,2020-04-20T08:25:54,100,2020-04-20T08:25:54,100,2020-04-20T08:25:54,100,2022-04-08T16:57:56,19.0,2022-04-09T11:16:14,13.0
2020-04-20T08:26:15,100,2020-04-20T08:26:15,100,2020-04-20T08:26:15,100,2020-04-20T08:26:15,100,2020-04-20T08:26:15,100,2020-04-20T08:26:15,100,2020-04-20T08:26:15,100,2020-04-20T08:26:15,100,2022-04-09T10:14:33,20.0,2022-04-09T11:16:30,13.0
2020-04-20T08:26:58,100,2020-04-20T08:26:58,100,2020-04-20T08:26:58,100,2020-04-20T08:26:58,100,2020-04-20T08:26:58,100,2020-04-20T08:26:58,100,2020-04-20T08:26:58,100,2020-04-20T08:26:58,100,2022-04-09T10:14:49,20.0,2022-04-09T11:16:45,13.0
2020-04-20T08:27:39,100,2020-04-20T08:27:39,100,2020-04-20T08:27:39,100,2020-04-20T08:27:39,100,2020-04-20T08:27:39,100,2020-04-20T08:27:39,100,2020-04-20T08:27:39,100,2020-04-20T08:27:39,100,2022-04-09T10:15:05,20.0,2022-04-09T11:17:01,13.0
2020-04-20T08:28:06,100,2020-04-20T08:28:06,100,2020-04-20T08:28:06,100,2020-04-20T08:28:06,100,2020-04-20T08:28:06,100,2020-04-20T08:28:06,100,2020-04-20T08:28:06,100,2020-04-20T08:28:06,100,2022-04-09T10:15:21,20.0,2022-04-09T11:17:17,13.0
2020-04-20T08:28:51,100,2020-04-20T08:28:51,100,2020-04-20T08:28:51,100,2020-04-20T08:28:51,100,2020-04-20T08:28:51,100,2020-04-20T08:28:51,100,2020-04-20T08:28:51,100,2020-04-20T08:28:51,100,2022-04-09T10:15:37,20.0,2022-04-09T11:17:32,13.0
2020-04-20T08:29:14,100,2020-04-20T08:29:14,100,2020-04-20T08:29:14,100,2020-04-20T08:29:14,100,2020-04-20T08:29:14,100,2020-04-20T08:29:14,100,2020-04-20T08:29:14,100,2020-04-20T08:29:14,100,2022-04-09T10:15:52,20.0,2022-04-09T11:17:48,13.0
2020-04-20T08:29:29,100,2020-04-20T08:29:29,100,2020-04-20T08:29:29,100,2020-04-20T08:29:29,100,2020-04-20T08:29:29,100,2020-04-20T08:29:29,100,2020-04-20T08:29:29,100,2020-04-20T08:29:29,100,2022-04-09T10:16:08,21.0,2022-04-09T11:18:03,13.0
2020-04-20T08:30:01,100,2020-04-20T08:30:01,100,2020-04-20T08:30:01,100,2020-04-20T08:30:01,100,2020-04-20T08:30:01,100,2020-04-20T08:30:01,100,2020-04-20T08:30:01,100,2020-04-20T08:30:01,100,2022-04-09T10:16:23,21.0,2022-04-09T11:18:19,13.0
2020-04-20T08:30:23,100,2020-04-20T08:30:23,100,2020-04-20T08:30:23,100,2020-04-20T08:30:23,100,2020-04-20T08:30:23,100,2020-04-20T08:30:23,100,2020-04-20T08:30:23,100,2020-04-20T08:30:23,100,2022-04-09T10:16:39,22.0,2022-04-09T11:18:34,13.0
2020-04-20T08:30:42,100,2020-04-20T08:30:42,100,2020-04-20T08:30:42,100,2020-04-20T08:30:42,100,2020-04-20T08:30:42,100,2020-04-20T08:30:42,100,2020-04-20T08:30:42,100,2020-04-20T08:30:42,100,2022-04-09T10:16:54,22.0,2022-04-09T11:18:50,13.0
2020-04-20T08:31:37,100,2020-04-20T08:31:37,100,2020-04-20T08:31:37,100,2020-04-20T08:31:37,100,2020-04-20T08:31:37,100,2020-04-20T08:31:37,100,2020-04-20T08:31:37,100,2020-04-20T08:31:37,100,2022-04-09T10:17:10,22.0,2022-04-09T11:19:06,13.0
2020-04-20T08:31:54,100,2020-04-20T08:31:54,100,2020-04-20T08:31:54,100,2020-04-20T08:31:54,100,2020-04-20T08:31:54,100,2020-04-20T08:31:54,100,2020-04-20T08:31:54,100,2020-04-20T08:31:54,100,2022-04-09T10:17:25,22.0,2022-04-09T11:19:21,13.0
2020-04-20T08:32:34,100,2020-04-20T08:32:34,100,2020-04-20T08:32:34,100,2020-04-20T08:32:34,100,2020-04-20T08:32:34,100,2020-04-20T08:32:34,100,2020-04-20T08:32:34,100,2020-04-20T08:32:34,100,2022-04-09T10:17:41,23.0,2022-04-09T11:19:37,13.0
2020-04-20T08:32:50,100,2020-04-20T08:32:50,100,2020-04-20T08:32:50,100,2020-04-20T08:32:50,100,2020-04-20T08:32:50,100,2020-04-20T08:32:50,100,2020-04-20T08:32:50,100,2020-04-20T08:32:50,100,2022-04-09T10:17:56,23.0,2022-04-09T11:19:52,13.0
2020-04-20T08:33:09,100,2020-04-20T08:33:09,100,2020-04-20T08:33:09,100,2020-04-20T08:33:09,100,2020-04-20T08:33:09,100,2020-04-20T08:33:09,100,2020-04-20T08:33:09,100,2020-04-20T08:33:09,100,2022-04-09T10:18:12,23.0,2022-04-09T11:20:32,13.0
2020-04-20T08:33:24,100,2020-04-20T08:33:24,100,2020-04-20T08:33:24,100,2020-04-20T08:33:24,100,2020-04-20T08:33:24,100,2020-04-20T08:33:24,100,2020-04-20T08:33:24,100,2020-04-20T08:33:24,100,2022-04-09T10:18:27,23.0,2022-04-09T11:21:06,13.0
2020-04-20T08:33:40,100,2020-04-20T08:33:40,100,2020-04-20T08:33:40,100,2020-04-20T08:33:40,100,2020-04-20T08:33:40,100,2020-04-20T08:33:40,100,2020-04-20T08:33:40,100,2020-04-20T08:33:40,100,2022-04-09T10:18:43,23.0,2022-04-09T11:21:22,13.0
2020-04-20T08:34:22,100,2020-04-20T08:34:22,100,2020-04-20T08:34:22,100,2020-04-20T08:34:22,100,2020-04-20T08:34:22,100,2020-04-20T08:34:22,100,2020-04-20T08:34:22,100,2020-04-20T08:34:22,100,2022-04-09T10:18:59,23.0,2022-04-09T11:21:38,13.0
2020-04-20T08:35:11,100,2020-04-20T08:35:11,100,2020-04-20T08:35:11,100,2020-04-20T08:35:11,100,2020-04-20T08:35:11,100,2020-04-20T08:35:11,100,2020-04-20T08:35:11,100,2020-04-20T08:35:11,100,2022-04-09T10:19:14,23.0,2022-04-09T11:21:53,13.0
2020-04-20T08:35:46,100,2020-04-20T08:35:46,100,2020-04-20T08:35:46,100,2020-04-20T08:35:46,100,2020-04-20T08:35:46,100,2020-04-20T08:35:46,100,2020-04-20T08:35:46,100,2020-04-20T08:35:46,100,2022-04-09T10:19:30,24.0,2022-04-09T11:22:10,13.0
2020-04-20T08:36:02,100,2020-04-20T08:36:02,100,2020-04-20T08:36:02,100,2020-04-20T08:36:02,100,2020-04-20T08:36:02,100,2020-04-20T08:36:02,100,2020-04-20T08:36:02,100,2020-04-20T08:36:02,100,2022-04-09T10:19:45,24.0,2022-04-09T11:22:26,13.0
2020-04-20T08:36:26,100,2020-04-20T08:36:26,100,2020-04-20T08:36:26,100,2020-04-20T08:36:26,100,2020-04-20T08:36:26,100,2020-04-20T08:36:26,100,2020-04-20T08:36:26,100,2020-04-20T08:36:26,100,2022-04-09T10:20:01,24.0,2022-04-09T11:22:41,13.0
2020-04-20T08:37:05,100,2020-04-20T08:37:05,100,2020-04-20T08:37:05,100,2020-04-20T08:37:05,100,2020-04-20T08:37:05,100,2020-04-20T08:37:05,100,2020-04-20T08:37:05,100,2020-04-20T08:37:05,100,2022-04-09T10:20:16,24.0,2022-04-09T11:22:57,13.0
2020-04-20T08:37:22,100,2020-04-20T08:37:22,100,2020-04-20T08:37:22,100,2020-04-20T08:37:22,100,2020-04-20T08:37:22,100,2020-04-20T08:37:22,100,2020-04-20T08:37:22,100,2020-04-20T08:37:22,100,2022-04-09T10:20:32,24.0,2022-04-09T11:23:12,13.0
2020-04-20T08:37:38,100,2020-04-20T08:37:38,100,2020-04-20T08:37:38,100,2020-04-20T08:37:38,100,2020-04-20T08:37:38,100,2020-04-20T08:37:38,100,2020-04-20T08:37:38,100,2020-04-20T08:37:38,100,2022-04-09T10:20:47,24.0,2022-04-09T11:23:37,13.0
2020-04-20T08:37:54,100,2020-04-20T08:37:54,100,2020-04-20T08:37:54,100,2020-04-20T08:37:54,100,2020-04-20T08:37:54,100,2020-04-20T08:37:54,100,2020-04-20T08:37:54,100,2020-04-20T08:37:54,100,2022-04-09T10:21:03,24.0,2022-04-09T11:23:52,13.0
2020-04-20T08:38:29,100,2020-04-20T08:38:29,100,2020-04-20T08:38:29,100,2020-04-20T08:38:29,100,2020-04-20T08:38:29,100,2020-04-20T08:38:29,100,2020-04-20T08:38:29,100,2020-04-20T08:38:29,100,2022-04-09T10:21:18,24.0,2022-04-09T11:24:08,13.0
2020-04-20T08:38:45,99,2020-04-20T08:38:45,99,2020-04-20T08:38:45,99,2020-04-20T08:38:45,99,2020-04-20T08:38:45,99,2020-04-20T08:38:45,99,2020-04-20T08:38:45,99,2020-04-20T08:38:45,99,2022-04-09T10:21:34,24.0,2022-04-09T11:24:23,13.0
2020-04-20T08:39:11,99,2020-04-20T08:39:11,99,2020-04-20T08:39:11,99,2020-04-20T08:39:11,99,2020-04-20T08:39:11,99,2020-04-20T08:39:11,99,2020-04-20T08:39:11,99,2020-04-20T08:39:11,99,2022-04-09T10:21:49,24.0,2022-04-09T11:24:39,13.0
2020-04-20T08:39:33,99,2020-04-20T08:39:33,99,2020-04-20T08:39:33,99,2020-04-20T08:39:33,99,2020-04-20T08:39:33,99,2020-04-20T08:39:33,99,2020-04-20T08:39:33,99,2020-04-20T08:39:33,99,2022-04-09T10:22:05,24.0,2022-04-09T11:24:55,13.0
2020-04-20T08:39:55,99,2020-04-20T08:39:55,99,2020-04-20T08:39:55,99,2020-04-20T08:39:55,99,2020-04-20T08:39:55,99,2020-04-20T08:39:55,99,2020-04-20T08:39:55,99,2020-04-20T08:39:55,99,2022-04-09T10:22:21,25.0,2022-04-09T11:25:10,13.0
2020-04-20T08:40:14,99,2020-04-20T08:40:14,99,2020-04-20T08:40:14,99,2020-04-20T08:40:14,99,2020-04-20T08:40:14,99,2020-04-20T08:40:14,99,2020-04-20T08:40:14,99,2020-04-20T08:40:14,99,2022-04-09T10:22:36,25.0,2022-04-09T11:25:26,13.0
2020-04-20T08:40:33,98,2020-04-20T08:40:33,98,2020-04-20T08:40:33,98,2020-04-20T08:40:33,98,2020-04-20T08:40:33,98,2020-04-20T08:40:33,98,2020-04-20T08:40:33,98,2020-04-20T08:40:33,98,2022-04-09T10:22:52,25.0,2022-04-09T11:25:42,13.0
2020-04-20T08:40:49,98,2020-04-20T08:40:49,98,2020-04-20T08:40:49,98,2020-04-20T08:40:49,98,2020-04-20T08:40:49,98,2020-04-20T08:40:49,98,2020-04-20T08:40:49,98,2020-04-20T08:40:49,98,2022-04-09T10:23:07,25.0,2022-04-09T11:25:58,13.0
2020-04-20T08:41:05,98,2020-04-20T08:41:05,98,2020-04-20T08:41:05,98,2020-04-20T08:41:05,98,2020-04-20T08:41:05,98,2020-04-20T08:41:05,98,2020-04-20T08:41:05,98,2020-04-20T08:41:05,98,2022-04-09T10:23:23,25.0,2022-04-09T11:26:13,13.0
2020-04-20T08:41:22,98,2020-04-20T08:41:22,98,2020-04-20T08:41:22,98,2020-04-20T08:41:22,98,2020-04-20T08:41:22,98,2020-04-20T08:41:22,98,2020-04-20T08:41:22,98,2020-04-20T08:41:22,98,2022-04-09T10:23:39,25.0,2022-04-09T11:26:29,13.0
2020-04-20T08:41:39,98,2020-04-20T08:41:39,98,2020-04-20T08:41:39,98,2020-04-20T08:41:39,98,2020-04-20T08:41:39,98,2020-04-20T08:41:39,98,2020-04-20T08:41:39,98,2020-04-20T08:41:39,98,2022-04-09T10:23:54,25.0,2022-04-09T11:26:45,13.0
2020-04-20T08:41:55,98,2020-04-20T08:41:55,98,2020-04-20T08:41:55,98,2020-04-20T08:41:55,98,2020-04-20T08:41:55,98,2020-04-20T08:41:55,98,2020-04-20T08:41:55,98,2020-04-20T08:41:55,98,2022-04-09T10:24:10,25.0,2022-04-09T11:27:00,50.0
2020-04-20T08:42:10,98,2020-04-20T08:42:10,98,2020-04-20T08:42:10,98,2020-04-20T08:42:10,98,2020-04-20T08:42:10,98,2020-04-20T08:42:10,98,2020-04-20T08:42:10,98,2020-04-20T08:42:10,98,2022-04-09T10:24:25,25.0,2022-04-09T11:27:16,13.0
2020-04-20T08:42:40,98,2020-04-20T08:42:40,98,2020-04-20T08:42:40,98,2020-04-20T08:42:40,98,2020-04-20T08:42:40,98,2020-04-20T08:42:40,98,2020-04-20T08:42:40,98,2020-04-20T08:42:40,98,2022-04-09T10:24:41,25.0,2022-04-09T11:27:32,13.0
2020-04-20T08:43:07,98,2020-04-20T08:43:07,98,2020-04-20T08:43:07,98,2020-04-20T08:43:07,98,2020-04-20T08:43:07,98,2020-04-20T08:43:07,98,2020-04-20T08:43:07,98,2020-04-20T08:43:07,98,2022-04-09T10:24:57,25.0,2022-04-09T11:27:47,13.0
2020-04-20T08:43:23,98,2020-04-20T08:43:23,98,2020-04-20T08:43:23,98,2020-04-20T08:43:23,98,2020-04-20T08:43:23,98,2020-04-20T08:43:23,98,2020-04-20T08:43:23,98,2020-04-20T08:43:23,98,2022-04-09T10:25:12,25.0,2022-04-09T11:28:03,13.0
2020-04-20T08:43:42,99,2020-04-20T08:43:42,99,2020-04-20T08:43:42,99,2020-04-20T08:43:42,99,2020-04-20T08:43:42,99,2020-04-20T08:43:42,99,2020-04-20T08:43:42,99,2020-04-20T08:43:42,99,2022-04-09T10:25:28,25.0,2022-04-09T11:28:18,13.0
2020-04-20T08:43:57,99,2020-04-20T08:43:57,99,2020-04-20T08:43:57,99,2020-04-20T08:43:57,99,2020-04-20T08:43:57,99,2020-04-20T08:43:57,99,2020-04-20T08:43:57,99,2020-04-20T08:43:57,99,2022-04-09T10:25:44,25.0,2022-04-09T11:28:34,13.0
2020-04-20T08:44:25,99,2020-04-20T08:44:25,99,2020-04-20T08:44:25,99,2020-04-20T08:44:25,99,2020-04-20T08:44:25,99,2020-04-20T08:44:25,99,2020-04-20T08:44:25,99,2020-04-20T08:44:25,99,2022-04-09T10:26:00,25.0,2022-04-09T11:28:50,13.0
2020-04-20T08:44:44,99,2020-04-20T08:44:44,99,2020-04-20T08:44:44,99,2020-04-20T08:44:44,99,2020-04-20T08:44:44,99,2020-04-20T08:44:44,99,2020-04-20T08:44:44,99,2020-04-20T08:44:44,99,2022-04-09T10:26:15,25.0,2022-04-09T11:29:05,13.0
2020-04-20T08:45:00,99,2020-04-20T08:45:00,99,2020-04-20T08:45:00,99,2020-04-20T08:45:00,99,2020-04-20T08:45:00,99,2020-04-20T08:45:00,99,2020-04-20T08:45:00,99,2020-04-20T08:45:00,99,2022-04-09T10:26:31,25.0,2022-04-09T11:29:21,13.0
2020-04-20T08:45:31,97,2020-04-20T08:45:31,97,2020-04-20T08:45:31,97,2020-04-20T08:45:31,97,2020-04-20T08:45:31,97,2020-04-20T08:45:31,97,2020-04-20T08:45:31,97,2020-04-20T08:45:31,97,2022-04-09T10:26:47,26.0,2022-04-09T11:29:37,13.0
2020-04-20T08:46:08,95,2020-04-20T08:46:08,95,2020-04-20T08:46:08,95,2020-04-20T08:46:08,95,2020-04-20T08:46:08,95,2020-04-20T08:46:08,95,2020-04-20T08:46:08,95,2020-04-20T08:46:08,95,2022-04-09T10:27:02,26.0,2022-04-09T12:04:09,1.0
2020-04-20T08:46:25,93,2020-04-20T08:46:25,93,2020-04-20T08:46:25,93,2020-04-20T08:46:25,93,2020-04-20T08:46:25,93,2020-04-20T08:46:25,93,2020-04-20T08:46:25,93,2020-04-20T08:46:25,93,2022-04-09T10:27:18,26.0,2022-04-09T12:04:24,13.0
2020-04-20T08:46:41,91,2020-04-20T08:46:41,91,2020-04-20T08:46:41,91,2020-04-20T08:46:41,91,2020-04-20T08:46:41,91,2020-04-20T08:46:41,91,2020-04-20T08:46:41,91,2020-04-20T08:46:41,91,2022-04-09T10:27:34,26.0,2022-04-09T12:04:40,13.0
2020-04-20T08:46:57,90,2020-04-20T08:46:57,90,2020-04-20T08:46:57,90,2020-04-20T08:46:57,90,2020-04-20T08:46:57,90,2020-04-20T08:46:57,90,2020-04-20T08:46:57,90,2020-04-20T08:46:57,90,2022-04-09T10:27:49,26.0,2022-04-09T12:04:55,13.0
2020-04-20T08:47:20,89,2020-04-20T08:47:20,89,2020-04-20T08:47:20,89,2020-04-20T08:47:20,89,2020-04-20T08:47:20,89,2020-04-20T08:47:20,89,2020-04-20T08:47:20,89,2020-04-20T08:47:20,89,2022-04-09T10:28:05,27.0,2022-04-09T12:05:11,13.0
2020-04-20T08:47:42,89,2020-04-20T08:47:42,89,2020-04-20T08:47:42,89,2020-04-20T08:47:42,89,2020-04-20T08:47:42,89,2020-04-20T08:47:42,89,2020-04-20T08:47:42,89,2020-04-20T08:47:42,89,2022-04-09T10:28:21,26.0,2022-04-09T12:05:26,13.0
2020-04-20T08:48:06,88,2020-04-20T08:48:06,88,2020-04-20T08:48:06,88,2020-04-20T08:48:06,88,2020-04-20T08:48:06,88,2020-04-20T08:48:06,88,2020-04-20T08:48:06,88,2020-04-20T08:48:06,88,2022-04-09T10:28:36,26.0,2022-04-09T12:05:42,13.0
2020-04-20T08:48:33,87,2020-04-20T08:48:33,87,2020-04-20T08:48:33,87,2020-04-20T08:48:33,87,2020-04-20T08:48:33,87,2020-04-20T08:48:33,87,2020-04-20T08:48:33,87,2020-04-20T08:48:33,87,2022-04-09T10:28:52,26.0,2022-04-09T12:05:57,13.0
2020-04-20T08:48:54,86,2020-04-20T08:48:54,86,2020-04-20T08:48:54,86,2020-04-20T08:48:54,86,2020-04-20T08:48:54,86,2020-04-20T08:48:54,86,2020-04-20T08:48:54,86,2020-04-20T08:48:54,86,2022-04-09T10:29:07,26.0,2022-04-09T12:06:13,13.0
2020-04-20T08:49:15,85,2020-04-20T08:49:15,85,2020-04-20T08:49:15,85,2020-04-20T08:49:15,85,2020-04-20T08:49:15,85,2020-04-20T08:49:15,85,2020-04-20T08:49:15,85,2020-04-20T08:49:15,85,2022-04-09T10:29:23,25.0,2022-04-09T12:06:29,13.0
2020-04-20T08:49:38,84,2020-04-20T08:49:38,84,2020-04-20T08:49:38,84,2020-04-20T08:49:38,84,2020-04-20T08:49:38,84,2020-04-20T08:49:38,84,2020-04-20T08:49:38,84,2020-04-20T08:49:38,84,2022-04-09T10:29:39,25.0,2022-04-10T11:08:34,1.0
2020-04-20T08:50:03,84,2020-04-20T08:50:03,84,2020-04-20T08:50:03,84,2020-04-20T08:50:03,84,2020-04-20T08:50:03,84,2020-04-20T08:50:03,84,2020-04-20T08:50:03,84,2020-04-20T08:50:03,84,2022-04-09T10:29:54,25.0,2022-04-10T11:08:49,13.0
2020-04-20T08:50:19,83,2020-04-20T08:50:19,83,2020-04-20T08:50:19,83,2020-04-20T08:50:19,83,2020-04-20T08:50:19,83,2020-04-20T08:50:19,83,2020-04-20T08:50:19,83,2020-04-20T08:50:19,83,2022-04-09T10:30:10,25.0,2022-04-10T11:09:05,13.0
2020-04-20T08:50:53,82,2020-04-20T08:50:53,82,2020-04-20T08:50:53,82,2020-04-20T08:50:53,82,2020-04-20T08:50:53,82,2020-04-20T08:50:53,82,2020-04-20T08:50:53,82,2020-04-20T08:50:53,82,2022-04-09T10:30:25,25.0,2022-04-10T11:09:21,13.0
